"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","GeositeInfo_ReferenceDatum","GeositeInfo_CoordinateMethod","GeositeInfo_Elevation","GeositeInfo_FarmName","GeositeInfo_FarmNumber","GeositeInfo_Town","GeositeInfo_Portion","GeositeInfo_Village","GeositeInfo_GeositeStatus","GeositeInfo_DateWhenStatusWasObserved","GeositeInfo_MapNumber","GeositeInfo_Province","GeositeInfo_RegistrationDistrict","GeositeInfo_QuaternaryDrainageRegion","GeositeInfo_WaterManagementArea","GeositeInfo_MunicipalDistrictNew","GeositeInfo_HydrogeologicalRegion","GeositeInfo_WaterUserAssociation","GeositeInfo_Geomorphology","GeositeInfo_LandCover","GeositeInfo_TasteOfWater","GeositeInfo_IntendedGeositePurpose","GeositeInfo_ObservedActualWaterUses","GeositeInfo_WaterConsumer","GeositeInfo_SiteSelector"
"Dept Water - Pretoria","2425DD00023","Borehole","-24.97963","25.86870","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0064","Borehole","-24.97958","25.86666","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1063",,,,,"Witkleigat Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0064","Borehole","-24.97958","25.86666","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1063",,,,,"Witkleigat Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-72003","Borehole","-24.97930","25.88101","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1109",,,,,"Moshana","Unused: Standby","2016-08-16",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DB00001","Borehole","-24.97834","25.92010","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1048",,,,,"Sikwane Village","Unused: Irrepairably Destroyed","2016-08-16",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0008","Borehole","-24.97802","25.86948","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1019",,,,,"Witkleigat: West Of Village",,"","2425DD","North West",,"A10B",,,,,,,,,"Domestic",,
"Dept Water - Pretoria","2425DD00102","Borehole","-24.97763","25.88548","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1050","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2425DD00030","Borehole","-24.97760","25.86868","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","08-72002","Borehole","-24.97723","25.88450","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1056",,,,,"Moshana",,"",,"North West",,"A10B",,,,,,,,"Production (Water Supply)",,,
"Dept Water - North West","08-72001","Borehole","-24.97616","25.88604","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1040",,,,,"Moshana","In Use: Unknown","2016-08-16",,"North West",,"A10B",,,,,,,,"Production (Water Supply)",,,
"Dept Water - North West","08-71799","Borehole","-24.97611","25.88606","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1045",,,,,"Moshana","Unused: Abandoned","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,,,,"Production (Water Supply)",,,
"Dept Water - North West","08-71779","Borehole","-24.97603","25.88690","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1047",,,,,"Moshana","Unknown: Inaccessible Geosite","2016-10-05",,"North West",,,,,,,,,,,,,
"Dept Water - North West","08-71779","Borehole","-24.97603","25.88690","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1047",,,,,"Moshana","Unused: Abandoned","2017-06-22",,"North West",,,,,,,,,,,,,
"Dept Water - North West","08-72026","Borehole","-24.97598","25.88292","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1055",,,,,"Witkleigat",,"",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-72049","Borehole","-24.97583","25.88662","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1047","WITKLEIGAT","13",,,"MOSHANA","Unused: Irrepairably Destroyed","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - North West","08-72048","Borehole","-24.97476","25.88742","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1052","WITKLEIGAT","13",,,"MOSHANA","Unused: Abandoned","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - Pretoria","2425DD00024","Borehole","-24.97214","25.87657","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1050","WITKLEIGAT  PTN. SAMERJANA PRIMARY SCHOOL","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0063","Borehole","-24.97166","25.87569","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1011",,,,,"Witkleigat Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,"Domestic",,
"Dept Water - North West","08-72004","Borehole","-24.97130","25.88985","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1044",,,,,"Moshana","Unused: Standby","2016-08-16",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-72052","Borehole","-24.97020","25.87596","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1057","WITKLEIGAT","13",,,"MOSHANA","Unused: Dry - Unknown","2017-06-22",,"North West","KP","A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - Pretoria","2425DD00031","Borehole","-24.96959","25.84833","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1040","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0009","Borehole","-24.96953","25.84827","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1112",,,,,"Witkleigat; West of Village","In Use: Unknown","2016-10-05","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00025","Borehole","-24.96943","25.87680","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1050","WITKLEIGAT PTN. NEW MIDDLE SCHOOL","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0062","Borehole","-24.96937","25.87674","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1060",,,,,"Witkleigat Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0062","Borehole","-24.96937","25.87674","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1060",,,,,"Witkleigat Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-71442","Borehole","-24.96751","25.87641","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1058",,,,,"Moshana","In Use: Unknown","2016-08-16",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2426CC00165","Borehole","-24.96748","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00089","Borehole","-24.96747","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00086","Borehole","-24.96746","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00084","Borehole","-24.96745","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00082","Borehole","-24.96744","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00080","Borehole","-24.96743","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00078","Borehole","-24.96742","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00076","Borehole","-24.96741","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00074","Borehole","-24.96740","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00072","Borehole","-24.96739","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00070","Borehole","-24.96738","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA PTN. PLOT D","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00068","Borehole","-24.96737","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA PTN.B","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00050","Borehole","-24.96736","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh",,"Stock Watering",,
"Dept Water - Pretoria","2426CC00048","Borehole","-24.96735","26.08299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00049","Borehole","-24.96735","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh",,"Stock Watering",,
"Dept Water - Pretoria","2426CC00067","Borehole","-24.96735","26.08301","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00069","Borehole","-24.96735","26.08302","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA  PTN. E","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00071","Borehole","-24.96735","26.08303","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00073","Borehole","-24.96735","26.08304","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00075","Borehole","-24.96735","26.08305","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00077","Borehole","-24.96735","26.08306","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00079","Borehole","-24.96735","26.08307","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00081","Borehole","-24.96735","26.08308","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00083","Borehole","-24.96735","26.08309","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00085","Borehole","-24.96735","26.08310","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00088","Borehole","-24.96735","26.08311","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00091","Borehole","-24.96735","26.08312","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,,"","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00319","Borehole","-24.96597","26.07189","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,"In Use: Unknown","1991-09-11","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CC00311","Borehole","-24.96596","26.07189","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","LOGAGA","0124 ",,,,"In Use: Unknown","1991-09-12","2426CC","North West","KP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","08-72047","Borehole","-24.96226","25.88432","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1047","WITKLEIGAT","13",,,"MOSHANA","Unused: Abandoned","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - Pretoria","2425DD00029","Borehole","-24.96127","25.88293","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1040","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0007","Borehole","-24.96121","25.82870","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1047",,,,,"Witkleigat: North Village","Unused: Irrepairably Destroyed","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-72062","Borehole","-24.95894","25.88456","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1060","BUITENKUIL","12",,,"MOSHANA","Unused: Dry - Unknown","2017-06-22",,"North West","KO","A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Shrubland and Low Fynbos",,,,,
"Dept Water - North West","08-72064","Borehole","-24.95888","25.90906","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1064","BUITENKUIL","11",,,"MOSHANA","Unused: Dry - Unknown","2017-06-22",,"North West","KO","A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Shrubland and Low Fynbos",,,,,
"Dept Water - North West","2425DDK0002","Drain","-24.95885","25.90924","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1060",,,,,"Witkleigat","Unused: Irrepairably Destroyed","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DD00072","Borehole","-24.95877","25.90895","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1060","SWARTKOPFONTEIN PTN. RAMOTSWA","0007 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico",,,,,,,"Monitoring, Production (Water Supply)",,,
"Dept Water - North West","08-72063","Borehole","-24.95856","25.90919","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1064","BUITENKUIL","12",,,"MOSHANA","In Use: Unknown","2017-06-22",,"North West","KO","A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Shrubland and Low Fynbos",,,"Domestic",,
"Dept Water - North West","2425DDE0072","Borehole","-24.95607","25.91155","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1076",,,,,"Buitenkuil Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0072","Borehole","-24.95607","25.91155","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1076",,,,,"Buitenkuil Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00026","Borehole","-24.95597","25.93636","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","VAN TONDERSHOEK","0010 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
